PLAYER,EARLY/LATE,TEE TIME,BET TYPE,BETMGM,DRAFTKINGS,FANDUEL, BET365,POINTSBET,BETFAIR,BETONLINE,WILLIAMHILL,BETWAY,BOVADA,CIRCA,PINNACLE,SKYBET,UNIBET,RANK AV,AVERAGE,PERCENT LST 20,MODEL,RANK,% ODDS AVERAGE,925 - VEGAS,BET TAG,Best Odds Number,Best Odds Sportsbook,Best Odds,Percent Difference From Average,Bet Difference Per Bet,Bet Difference Week,Best Odds Percent Difference From Average,Difference From Average Odds,Course,925 Odds,Pre Tournament Odds,Edge,,,Headshot
Sahith Theegala,Early,2026-08-16 06:55,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.2,51,51,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.06,,0.05,0.04266875576,0.0006814479183,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51634.png"
Aldrich Potgieter,Early,2026-08-16 07:35,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.15,65,56,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.05,,0.04,0.03233093774,0.000118417892,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_63343.png"
Min Woo Lee,Early,2026-08-16 07:55,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.5,28,23,0.0113,-122,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.16,,0.15,0.109507259,0.01207895337,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_37378.png"
Shane Lowry,Early,2026-08-16 07:55,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.2,38,50,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.06,,0.05,0.04433629385,0.003460678081,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_33204.png"
Sepp Straka,Early,2026-08-16 08:05,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.3,60,41,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.09,,0.08,0.06239262725,0.0002212337481,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_49960.png"
Ricky Castillo,Early,2026-08-16 07:45,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.2,62,52,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.06,,0.05,0.04236326522,0.0001722970162,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59440.png"
Ryan Fox,Early,2026-08-16 06:55,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.25,39,47,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.08,,0.07,0.05409230962,0.003054037688,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29936.png"
Eric Cole,Early,2026-08-16 07:45,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.25,31,44,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.08,,0.07,0.0572409281,0.008301735149,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47591.png"
Matt McCarty,Early,2026-08-16 07:25,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.2,63,53,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.06,,0.05,0.04235111796,0.0001520515831,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59141.png"
Alex Fitzpatrick,Early,2026-08-16 07:25,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.35,50,33,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.11,,0.10,0.072723196,0.0007721816545,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_55721.png"
Rory McIlroy,Early,2026-08-16 07:15,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.65,13,12,0.0113,-133,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.23,,0.22,0.1795186891,0.07876467008,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_28237.png"
Kristoffer Reitan,Early,2026-08-16 07:15,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.45,48,26,0.0113,-119,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.14,,0.13,0.09285478753,0.0009915008707,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_49855.png"
Justin Rose,Early,2026-08-16 07:05,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.4,36,31,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.13,,0.11,0.08492604617,0.004443598615,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_22405.png"
Akshay Bhatia,Early,2026-08-16 07:05,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.45,30,25,0.0113,-120,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.14,,0.13,0.09790414601,0.009407098342,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56630.png"
Harris English,Early,2026-08-16 07:35,TOP 20,0,0,0,100,0,0,0,0,0,0,0,0,75,0,145,87.5,0.15,49,55,0.0113,0,Good Bet,100, BET365, BET365 (100/1),0.875,13,153,-0.0014,0.009900990099,TPC Southwind,0.05,,0.04,0.03278488487,0.0008749964473,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_34099.png"
Jordan Smith,Early,2026-08-16 08:50,TOP 20,0,0,0,33,0,0,0,0,0,0,0,0,45,0,139,39,,,59,0.0250,0,,45,SKYBET,SKYBET (45/1),0.8666666667,10,90,-0.0033,0.02173913043,TPC Southwind,0.03,,0.00,0.025,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,0,,0, BET365, BET365 (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,,,,,,,,,,,,,,,,,,,,,0,,0,, (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,,,,,,,,,,,,,,,,,,,,,0,,0,, (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,,,,,,,,,,,,,,,,,,,,,0,,0,, (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
 ,,,TOP 20,,,,,,,,,,,,,,,,,,,,,0,,0,, (0/1),,,424,1.0000,1,TPC Southwind,,,0.00,,,
Scottie Scheffler,Late,2026-08-16 12:40,MADE CUT,,,,,,,,,,,,,,,,,0.95,69,45,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_46046.png"
Sam Burns,Late,2026-08-16 12:40,MADE CUT,,,,,,,,,,,,,,,,,0.95,1,49,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47504.png"
Sungjae Im,Late,2026-08-16 12:30,MADE CUT,,,,,,,,,,,,,,,,,0.75,3,41,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_39971.png"
Tommy Fleetwood,Late,2026-08-16 12:20,MADE CUT,,,,,,,,,,,,,,,,,0.95,4,46,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_30911.png"
Jake Knapp,Late,2026-08-16 12:30,MADE CUT,,,,,,,,,,,,,,,,,0.65,15,58,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47420.png"
Hideki Matsuyama,Late,2026-08-16 12:10,MADE CUT,,,,,,,,,,,,,,,,,0.95,6,50,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32839.png"
Si Woo Kim,Late,2026-08-16 12:20,MADE CUT,,,,,,,,,,,,,,,,,0.95,11,51,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_37455.png"
Alex Noren,Late,2026-08-16 12:10,MADE CUT,,,,,,,,,,,,,,,,,0.75,24,40,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_27349.png"
Brian Harman,Late,2026-08-16 12:00,MADE CUT,,,,,,,,,,,,,,,,,0.8,29,32,1.0000,0,,0.00,, (0/1),,,242,0.0000,1,TPC Southwind,,,,,,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_27644.png"
